1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
81	-0.970867	0.125000	0.000120	0.9
82	-0.970881	0.125000	0.000124	1.1
83	-0.970891	0.125000	0.000149	0.8
84	-0.970902	0.125000	0.000123	0.8
85	-0.970916	0.125000	0.000115	0.7
86	-0.970927	0.125000	0.000174	0.7
87	-0.970936	0.125000	0.000122	0.8
88	-0.970950	0.125000	0.000122	0.7
89	-0.970961	0.125000	0.000143	0.7
90	-0.970970	0.125000	0.000129	0.8
91	-0.970983	0.125000	0.000126	0.8
92	-0.970992	0.125000	0.000167	0.8
93	-0.971001	0.125000	0.000118	0.8
94	-0.971015	0.125000	0.000116	0.8
95	-0.971026	0.125000	0.000135	0.7
96	-0.971035	0.125000	0.000124	0.7
97	-0.971047	0.125000	0.000123	0.7
98	-0.971058	0.125000	0.000127	0.8
99	-0.971069	0.125000	0.000113	0.8
100	-0.971081	0.125000	0.000126	0.8
101	-0.971092	0.125000	0.000114	0.8
102	-0.971104	0.125000	0.000135	1.1
103	-0.971112	0.125000	0.000116	1.2
104	-0.971124	0.125000	0.000127	0.9
105	-0.971134	0.125000	0.000113	0.8
106	-0.971146	0.125000	0.000109	0.7
107	-0.971157	0.125000	0.000141	0.7
108	-0.971164	0.125000	0.000118	0.7
109	-0.971177	0.125000	0.000113	0.7
110	-0.971187	0.125000	0.000131	0.8
111	-0.971196	0.125000	0.000112	0.8
112	-0.971209	0.125000	0.000109	0.8
113	-0.971220	0.125000	0.000149	0.8
114	-0.971227	0.125000	0.000116	0.8
115	-0.971239	0.125000	0.000109	0.8
116	-0.971251	0.125000	0.000111	0.7
117	-0.971262	0.125000	0.000111	0.7
118	-0.971274	0.125000	0.000140	0.7
119	-0.971282	0.125000	0.000114	0.7
120	-0.971295	0.125000	0.000108	0.7
121	-0.971307	0.125000	0.000115	0.7
122	-0.971318	0.125000	0.000119	0.8
123	-0.971330	0.125000	0.000130	1.1
124	-0.971340	0.125000	0.000121	0.9
125	-0.971351	0.125000	0.000143	0.7
126	-0.971360	0.125000	0.000121	0.7
127	-0.971373	0.125000	0.000110	0.7
128	-0.971386	0.125000	0.000126	0.7
129	-0.971396	0.125000	0.000122	0.7
130	-0.971409	0.125000	0.000113	0.8
131	-0.971420	0.125000	0.000132	0.8
132	-0.971429	0.125000	0.000127	0.8
133	-0.971442	0.125000	0.000115	0.8
134	-0.971453	0.125000	0.000134	0.8
135	-0.971462	0.125000	0.000123	0.8
136	-0.971475	0.125000	0.000111	0.8
137	-0.971486	0.125000	0.000114	0.7
138	-0.971496	0.125000	0.000144	0.7
139	-0.971505	0.125000	0.000127	0.7
140	-0.971516	0.125000	0.000124	0.7
141	-0.971527	0.125000	0.000118	0.7
142	-0.971538	0.125000	0.000128	0.7
143	-0.971548	0.125000	0.000128	1.0
144	-0.971558	0.125000	0.000117	0.9
145	-0.971571	0.125000	0.000109	1.0
146	-0.971582	0.125000	0.000125	0.8
147	-0.971591	0.125000	0.000112	1.1
148	-0.971603	0.125000	0.000114	1.0
149	-0.971612	0.125000	0.000118	0.7
150	-0.971622	0.125000	0.000129	0.8
151	-0.971630	0.125000	0.000113	0.8
152	-0.971642	0.125000	0.000102	0.8
153	-0.971653	0.125000	0.000102	0.8
154	-0.971664	0.125000	0.000122	0.9
155	-0.971672	0.125000	0.000118	0.8
156	-0.971682	0.125000	0.000113	0.8
157	-0.971692	0.125000	0.000108	0.7
158	-0.971702	0.125000	0.000108	0.7
159	-0.971712	0.125000	0.000106	0.7
160	-0.971722	0.125000	0.000127	0.8
161	-0.971731	0.125000	0.000121	0.8
162	-0.971741	0.125000	0.000114	0.8
163	-0.971750	0.125000	0.000106	1.2
164	-0.971762	0.125000	0.000102	0.8
165	-0.971773	0.125000	0.000108	0.8
166	-0.971782	0.125000	0.000106	0.8
167	-0.971793	0.125000	0.000126	0.8
168	-0.971801	0.125000	0.000109	0.7
169	-0.971813	0.125000	0.000109	0.7
170	-0.971822	0.125000	0.000151	0.7
171	-0.971829	0.125000	0.000108	0.7
172	-0.971841	0.125000	0.000106	0.7
173	-0.971851	0.125000	0.000103	0.8
174	-0.971862	0.125000	0.000122	0.8
175	-0.971870	0.125000	0.000108	0.8
176	-0.971881	0.125000	0.000106	0.8
177	-0.971892	0.125000	0.000108	0.7
178	-0.971902	0.125000	0.000102	0.7
179	-0.971913	0.125000	0.000105	0.7
180	-0.971924	0.125000	0.000105	0.7
181	-0.971934	0.125000	0.000118	0.7
182	-0.971944	0.125000	0.000109	0.7
183	-0.971956	0.125000	0.000109	0.8
184	-0.971966	0.125000	0.000112	0.9
185	-0.971977	0.125000	0.000113	1.1
186	-0.971988	0.125000	0.000122	0.8
187	-0.971997	0.125000	0.000109	0.7
188	-0.972009	0.125000	0.000102	0.7
189	-0.972020	0.125000	0.000120	0.7
190	-0.972029	0.125000	0.000111	0.8
191	-0.972040	0.125000	0.000106	0.8
192	-0.972050	0.125000	0.000112	0.8
193	-0.972059	0.125000	0.000113	0.7
194	-0.972069	0.125000	0.000115	0.7
195	-0.972077	0.125000	0.000105	0.8
196	-0.972089	0.125000	0.000095	0.7
197	-0.972099	0.125000	0.000102	0.7
198	-0.972109	0.125000	0.000102	0.7
199	-0.972119	0.125000	0.000124	0.7
200	-0.972126	0.125000	0.000104	0.7
201	-0.972137	0.125000	0.000098	0.7
202	-0.972147	0.125000	0.000100	0.7
203	-0.972157	0.125000	0.000096	0.8
204	-0.972167	0.125000	0.000112	0.9
205	-0.972175	0.125000	0.000110	1.2
206	-0.972185	0.125000	0.000097	0.8
207	-0.972196	0.125000	0.000098	0.7
208	-0.972204	0.125000	0.000119	0.7
209	-0.972212	0.125000	0.000099	0.7
210	-0.972223	0.125000	0.000097	0.8
211	-0.972231	0.125000	0.000110	0.7
212	-0.972241	0.125000	0.000103	0.7
213	-0.972249	0.125000	0.000106	0.8
214	-0.972258	0.125000	0.000099	0.7
215	-0.972268	0.125000	0.000098	0.8
216	-0.972277	0.125000	0.000114	0.8
217	-0.972285	0.125000	0.000106	0.9
218	-0.972295	0.125000	0.000096	0.8
219	-0.972305	0.125000	0.000110	0.7
220	-0.972313	0.125000	0.000104	0.8
221	-0.972323	0.125000	0.000109	0.8
222	-0.972332	0.125000	0.000104	0.8
223	-0.972342	0.125000	0.000113	0.8
224	-0.972350	0.125000	0.000102	0.8
225	-0.972361	0.125000	0.000102	1.0
226	-0.972370	0.125000	0.000121	1.0
227	-0.972379	0.125000	0.000104	0.8
228	-0.972389	0.125000	0.000103	0.8
229	-0.972399	0.125000	0.000098	0.9
230	-0.972410	0.125000	0.000108	0.8
231	-0.972418	0.125000	0.000102	1.2
232	-0.972428	0.125000	0.000111	0.9
233	-0.972436	0.125000	0.000103	1.0
234	-0.972447	0.125000	0.000098	1.1
235	-0.972457	0.125000	0.000119	1.0
236	-0.972464	0.125000	0.000102	0.9
237	-0.972476	0.125000	0.000099	1.0
238	-0.972485	0.125000	0.000123	0.8
239	-0.972493	0.125000	0.000107	1.0
240	-0.972504	0.125000	0.000115	0.9
241	-0.972512	0.125000	0.000110	0.8
242	-0.972523	0.125000	0.000107	1.1
243	-0.972534	0.125000	0.000111	1.3
244	-0.972544	0.125000	0.000124	1.0
245	-0.972552	0.125000	0.000114	0.9
246	-0.972563	0.125000	0.000103	1.0
247	-0.972574	0.125000	0.000116	0.8
248	-0.972582	0.125000	0.000107	0.8
249	-0.972594	0.125000	0.000113	0.8
250	-0.972603	0.125000	0.000110	1.0
251	-0.972614	0.125000	0.000106	0.9
252	-0.972623	0.125000	0.000106	1.0
253	-0.972633	0.125000	0.000121	1.0
254	-0.972640	0.125000	0.000108	0.9
255	-0.972650	0.125000	0.000107	0.9
256	-0.972658	0.125000	0.000109	0.9
257	-0.972667	0.125000	0.000117	1.1
258	-0.972674	0.125000	0.000108	0.9
259	-0.972683	0.125000	0.000101	1.2
260	-0.972691	0.125000	0.000107	1.3
261	-0.972700	0.125000	0.000101	1.0
262	-0.972708	0.125000	0.000111	0.9
263	-0.972716	0.125000	0.000105	1.0
264	-0.972725	0.125000	0.000110	0.9
265	-0.972732	0.125000	0.000102	1.0
266	-0.972742	0.125000	0.000097	1.1
267	-0.972751	0.125000	0.000112	0.9
268	-0.972758	0.125000	0.000104	0.9
269	-0.972767	0.125000	0.000100	0.7
270	-0.972775	0.125000	0.000116	0.8
271	-0.972782	0.125000	0.000100	1.1
272	-0.972792	0.125000	0.000097	0.9
273	-0.972800	0.125000	0.000109	0.9
274	-0.972807	0.125000	0.000113	0.9
275	-0.972814	0.125000	0.000104	0.9
276	-0.972823	0.125000	0.000103	0.8
277	-0.972831	0.125000	0.000102	1.1
278	-0.972840	0.125000	0.000105	0.7
279	-0.972848	0.125000	0.000100	0.7
280	-0.972857	0.125000	0.000110	0.8
281	-0.972864	0.125000	0.000109	0.8
282	-0.972873	0.125000	0.000109	0.8
283	-0.972882	0.125000	0.000112	0.8
284	-0.972890	0.125000	0.000112	0.8
285	-0.972899	0.125000	0.000107	0.8
286	-0.972908	0.125000	0.000116	0.8
287	-0.972917	0.125000	0.000107	0.8
288	-0.972927	0.125000	0.000120	0.8
289	-0.972933	0.125000	0.000106	0.8
290	-0.972944	0.125000	0.000105	0.8
291	-0.972951	0.125000	0.000103	0.8
292	-0.972959	0.125000	0.000151	0.7
293	-0.972965	0.125000	0.000106	0.7
294	-0.972975	0.125000	0.000105	0.8
295	-0.972982	0.125000	0.000120	1.0
296	-0.972990	0.125000	0.000108	1.2
297	-0.972999	0.125000	0.000110	0.9
298	-0.973006	0.125000	0.000113	0.8
299	-0.973016	0.125000	0.000102	0.8
300	-0.973026	0.125000	0.000111	0.8
301	-0.973033	0.125000	0.000110	0.8
302	-0.973043	0.125000	0.000105	0.7
303	-0.973052	0.125000	0.000108	0.8
304	-0.973058	0.125000	0.000143	0.9
305	-0.973066	0.125000	0.000114	0.9
306	-0.973075	0.125000	0.000109	0.9
307	-0.973084	0.125000	0.000105	0.8
308	-0.973092	0.125000	0.000126	0.8
309	-0.973099	0.125000	0.000111	0.8
310	-0.973109	0.125000	0.000116	0.7
311	-0.973116	0.125000	0.000109	0.9
312	-0.973125	0.125000	0.000123	0.8
313	-0.973132	0.125000	0.000111	0.8
314	-0.973140	0.125000	0.000103	0.7
315	-0.973149	0.125000	0.000108	0.8
316	-0.973157	0.125000	0.000113	1.2
317	-0.973165	0.125000	0.000117	0.9
318	-0.973172	0.125000	0.000132	0.7
319	-0.973178	0.125000	0.000115	0.8
320	-0.973187	0.125000	0.000098	0.8
321	-0.973196	0.125000	0.000100	0.7
322	-0.973204	0.125000	0.000120	0.8
323	-0.973209	0.125000	0.000115	0.8
324	-0.973219	0.125000	0.000106	0.8
325	-0.973226	0.125000	0.000118	0.8
326	-0.973233	0.125000	0.000125	0.8
327	-0.973241	0.125000	0.000112	0.8
328	-0.973248	0.125000	0.000110	0.7
329	-0.973257	0.125000	0.000113	0.8
330	-0.973262	0.062500	0.000148	0.8
331	-0.973268	0.062500	0.000100	0.7
332	-0.973273	0.062500	0.000106	0.7
333	-0.973276	0.031250	0.000128	0.7
334	-0.973278	0.031250	0.000093	0.7
335	-0.973280	0.031250	0.000103	1.0
336	-0.973282	0.031250	0.000097	1.1
337	-0.973284	0.031250	0.000095	0.8
338	-0.973286	0.031250	0.000102	0.7
339	-0.973288	0.031250	0.000105	0.7
340	-0.973290	0.031250	0.000094	0.7
341	-0.973292	0.031250	0.000101	0.8
342	-0.973294	0.031250	0.000103	0.8
343	-0.973296	0.031250	0.000100	0.7
344	-0.973298	0.031250	0.000101	0.8
345	-0.973300	0.031250	0.000107	0.8
346	-0.973301	0.031250	0.000106	0.8
347	-0.973303	0.031250	0.000098	0.9
348	-0.973305	0.031250	0.000094	0.8
349	-0.973307	0.031250	0.000105	0.8
350	-0.973309	0.031250	0.000105	0.8
351	-0.973311	0.031250	0.000106	0.8
352	-0.973313	0.031250	0.000107	0.8
353	-0.973315	0.031250	0.000101	0.8
354	-0.973317	0.031250	0.000102	0.9
355	-0.973318	0.031250	0.000102	0.9
356	-0.973320	0.031250	0.000093	1.1
357	-0.973323	0.031250	0.000095	1.0
358	-0.973324	0.031250	0.000106	0.8
359	-0.973326	0.031250	0.000103	0.9
360	-0.973328	0.031250	0.000101	1.0
361	-0.973330	0.031250	0.000107	0.9
362	-0.973332	0.031250	0.000103	0.8
363	-0.973334	0.031250	0.000098	0.9
364	-0.973336	0.031250	0.000104	0.9
365	-0.973338	0.031250	0.000105	1.2
366	-0.973340	0.031250	0.000105	0.9
367	-0.973342	0.031250	0.000106	0.8
368	-0.973344	0.031250	0.000098	0.7
369	-0.973346	0.031250	0.000099	0.7
370	-0.973348	0.031250	0.000100	0.8
371	-0.973350	0.031250	0.000105	0.8
372	-0.973351	0.031250	0.000105	0.8
373	-0.973354	0.031250	0.000099	0.7
374	-0.973356	0.031250	0.000104	0.9
375	-0.973357	0.031250	0.000127	0.9
376	-0.973359	0.031250	0.000101	1.0
377	-0.973361	0.031250	0.000104	0.8
378	-0.973363	0.031250	0.000104	0.8
379	-0.973365	0.031250	0.000106	0.8
380	-0.973367	0.031250	0.000104	0.7
381	-0.973369	0.031250	0.000102	0.7
382	-0.973371	0.031250	0.000103	0.7
383	-0.973373	0.031250	0.000126	0.8
384	-0.973375	0.031250	0.000105	0.8
385	-0.973377	0.031250	0.000103	0.8
386	-0.973379	0.031250	0.000105	0.8
387	-0.973381	0.031250	0.000106	0.7
388	-0.973383	0.031250	0.000105	0.7
389	-0.973385	0.031250	0.000103	0.7
390	-0.973387	0.031250	0.000105	0.7
391	-0.973389	0.031250	0.000108	0.7
392	-0.973391	0.031250	0.000111	0.7
393	-0.973387	0.031250	0.000098	0.8
394	-0.973389	0.031250	0.000106	0.9
395	-0.973391	0.031250	0.000126	1.1
396	-0.973392	0.031250	0.000103	1.1
397	-0.973394	0.031250	0.000098	0.8
398	-0.973397	0.031250	0.000092	0.8
399	-0.973399	0.031250	0.000099	0.8
400	-0.973401	0.031250	0.000107	0.8
401	-0.973403	0.031250	0.000103	0.8
402	-0.973404	0.031250	0.000123	0.7
403	-0.973406	0.031250	0.000095	0.8
404	-0.973408	0.031250	0.000099	0.9
405	-0.973410	0.031250	0.000103	0.8
406	-0.973412	0.031250	0.000097	0.9
407	-0.973414	0.031250	0.000097	0.8
408	-0.973415	0.031250	0.000119	0.7
409	-0.973417	0.031250	0.000093	0.7
410	-0.973419	0.031250	0.000090	0.8
411	-0.973421	0.031250	0.000087	0.7
412	-0.973422	0.031250	0.000120	0.8
413	-0.973423	0.031250	0.000098	0.8
414	-0.973426	0.031250	0.000092	0.9
415	-0.973427	0.031250	0.000096	1.0
416	-0.973429	0.031250	0.000094	0.8
417	-0.973430	0.031250	0.000096	0.8
418	-0.973432	0.031250	0.000119	0.8
419	-0.973433	0.031250	0.000092	0.7
420	-0.973435	0.031250	0.000087	0.7
421	-0.973437	0.031250	0.000097	0.7
422	-0.973439	0.031250	0.000120	0.7
423	-0.973440	0.031250	0.000096	0.8
424	-0.973442	0.031250	0.000090	0.8
425	-0.973449	0.031250	0.000118	0.8
426	-0.973450	0.031250	0.000094	0.8
427	-0.973452	0.031250	0.000097	0.8
428	-0.973453	0.031250	0.000097	0.8
429	-0.973455	0.031250	0.000092	0.9
430	-0.973457	0.031250	0.000094	0.8
431	-0.973458	0.031250	0.000097	0.8
432	-0.973460	0.031250	0.000091	0.7
433	-0.973462	0.031250	0.000121	0.8
434	-0.973463	0.031250	0.000093	0.9
435	-0.973465	0.031250	0.000086	1.0
436	-0.973467	0.031250	0.000099	1.1
437	-0.973468	0.015625	0.000122	0.8
438	-0.973469	0.015625	0.000083	0.8
439	-0.973470	0.015625	0.000095	0.8
440	-0.973471	0.015625	0.000098	0.7
441	-0.973472	0.015625	0.000093	0.7
442	-0.973473	0.015625	0.000095	0.7
443	-0.973474	0.015625	0.000088	0.8
444	-0.973475	0.015625	0.000086	0.8
445	-0.973475	0.015625	0.000092	0.8
446	-0.973476	0.015625	0.000097	0.8
447	-0.973477	0.015625	0.000098	0.7
448	-0.973478	0.015625	0.000091	0.8
449	-0.973479	0.015625	0.000091	0.7
450	-0.973480	0.015625	0.000100	0.8
451	-0.973480	0.015625	0.000090	0.7
452	-0.973481	0.015625	0.000098	0.7
453	-0.973482	0.015625	0.000093	0.7
454	-0.973483	0.015625	0.000090	0.9
455	-0.973484	0.015625	0.000096	1.1
456	-0.973485	0.015625	0.000097	0.8
457	-0.973485	0.015625	0.000095	0.8
458	-0.973486	0.015625	0.000097	0.7
459	-0.973487	0.015625	0.000092	0.7
460	-0.973488	0.015625	0.000088	0.7
461	-0.973489	0.015625	0.000089	0.7
462	-0.973490	0.015625	0.000092	0.8
463	-0.973491	0.015625	0.000090	0.7
464	-0.973492	0.015625	0.000093	0.7
465	-0.973492	0.015625	0.000092	0.7
466	-0.973493	0.015625	0.000093	0.8
467	-0.973494	0.015625	0.000095	0.7
468	-0.973495	0.015625	0.000084	0.7
469	-0.973496	0.015625	0.000081	0.8
470	-0.973497	0.015625	0.000091	0.7
471	-0.973498	0.015625	0.000093	0.8
472	-0.973499	0.015625	0.000093	0.7
473	-0.973500	0.015625	0.000099	0.7
474	-0.973500	0.015625	0.000097	0.7
475	-0.973501	0.015625	0.000093	0.7
476	-0.973502	0.015625	0.000094	0.9
477	-0.973503	0.015625	0.000097	1.0
478	-0.973504	0.015625	0.000089	0.8
479	-0.973505	0.015625	0.000091	0.7
480	-0.973506	0.015625	0.000091	0.7
481	-0.973506	0.015625	0.000093	0.7
482	-0.973507	0.015625	0.000113	0.7
483	-0.973508	0.015625	0.000093	0.7
484	-0.973509	0.015625	0.000095	0.8
485	-0.973510	0.015625	0.000090	0.8
486	-0.973511	0.015625	0.000093	0.8
487	-0.973511	0.015625	0.000094	0.8
488	-0.973512	0.015625	0.000122	0.8
489	-0.973513	0.015625	0.000095	0.7
490	-0.973514	0.015625	0.000096	0.8
491	-0.973515	0.015625	0.000095	0.7
492	-0.973516	0.015625	0.000097	0.7
493	-0.973516	0.015625	0.000095	0.7
494	-0.973517	0.015625	0.000093	0.8
495	-0.973518	0.015625	0.000112	0.7
496	-0.973519	0.015625	0.000094	0.7
497	-0.973520	0.015625	0.000094	0.8
498	-0.973521	0.015625	0.000113	1.0
499	-0.973521	0.015625	0.000095	0.8
