[[0.95201779, 0.98116661, 0.94947994, 0.96606462, 0.97268834,
        0.95711798, 0.98316123, 0.96667087, 0.96959707, 0.98013774,
        0.9862887 , 0.96079023, 0.93409745, 0.98685758, 0.97548969],
       [0.97637967, 0.99817933, 0.94945044, 0.97456673, 0.97093455,
        0.95535336, 0.98473076, 0.97340037, 0.97987063, 0.98808089,
        0.9843388 , 0.96570745, 0.89368163, 0.98023322, 0.98238258],
       [0.94919956, 0.95210116, 0.97567266, 0.9470877 , 0.93047815,
        0.97504696, 0.94318815, 0.95543106, 0.95611771, 0.95525209,
        0.93971278, 0.96893671, 0.97076807, 0.946575  , 0.95402813],
       [0.9655679 , 0.97587637, 0.95160573, 0.99478901, 0.96694184,
        0.95465357, 0.97298534, 0.96819801, 0.97432552, 0.9767331 ,
        0.97080415, 0.96230539, 0.93642707, 0.96815304, 0.97278949],
       [0.96578502, 0.98229354, 0.90992383, 0.95895617, 0.99308044,
        0.92027521, 0.97759525, 0.9751177 , 0.96207037, 0.95355421,
        0.97878635, 0.92256759, 0.90470291, 0.96775914, 0.98435271],
       [0.95859796, 0.95581723, 0.97319975, 0.95155741, 0.94640053,
        0.98704325, 0.9509924 , 0.96423494, 0.9712072 , 0.96194371,
        0.95574056, 0.97836578, 0.97240397, 0.95049104, 0.95353089],
       [0.98339909, 0.98712894, 0.95081819, 0.97326147, 0.9743933 ,
        0.95497725, 0.99369222, 0.9645398 , 0.9752316 , 0.98170792,
        0.97980363, 0.96394103, 0.9360114 , 0.98552603, 0.97908812],
       [0.96875207, 0.96812701, 0.92934361, 0.96991456, 0.97237987,
        0.96779484, 0.96158692, 0.98978804, 0.98704931, 0.97050058,
        0.96520351, 0.97510675, 0.95304216, 0.95477933, 0.97246685],
       [0.96972219, 0.97961434, 0.9667773 , 0.97431856, 0.96751433,
        0.97213518, 0.97620701, 0.98616771, 0.91671776, 0.97945135,
        0.9730231 , 0.97801453, 0.95411175, 0.97350642, 0.96964655],
       [0.97332061, 0.98852001, 0.94864422, 0.97509051, 0.97698346,
        0.95746639, 0.98481387, 0.97302168, 0.97814879, 0.9957407 ,
        0.98220361, 0.96438943, 0.93867166, 0.9782694 , 0.97631099],
       [0.98111275, 0.98255756, 0.92205696, 0.97083984, 0.9733259 ,
        0.91871353, 0.97233078, 0.96871509, 0.97162403, 0.94156089,
        0.9974771 , 0.95885657, 0.9358024 , 0.95892241, 0.97950121],
       [0.9579979 , 0.96333839, 0.96632181, 0.96070042, 0.94342871,
        0.97276488, 0.95603395, 0.9688969 , 0.97934118, 0.96787807,
        0.95480278, 0.9953508 , 0.96672357, 0.95464971, 0.95970827],
       [0.9390077 , 0.94277002, 0.97200685, 0.93620055, 0.93659123,
        0.97241762, 0.92726177, 0.94933769, 0.95777963, 0.95508303,
        0.94346969, 0.97061165, 0.9123604 , 0.93580537, 0.93880798],
       [0.98766522, 0.98549743, 0.94822326, 0.96966614, 0.96476877,
        0.95209833, 0.98499156, 0.95991443, 0.97171242, 0.98075326,
        0.98135963, 0.96237961, 0.93705239, 0.99077401, 0.97532682],
       [0.97361207, 0.98089641, 0.94230346, 0.9728016 , 0.98254571,
        0.94309177, 0.97873545, 0.97316032, 0.9714372 , 0.9758162 ,
        0.97787112, 0.95610998, 0.92867333, 0.9729548 , 0.95754783]]
