[[0.00738361, 0.63281835, 0.5004453 , 0.51176517, 0.44983116,
        0.55277611, 0.68174911, 0.5299787 , 0.56913767, 0.63962239,
        0.75028981, 0.53342145, 0.42954957, 0.77779738, 0.47782524],
       [0.55622075, 0.96407213, 0.48722473, 0.62257422, 0.3828007 ,
        0.5216521 , 0.69680153, 0.61088901, 0.7058952 , 0.78999262,
        0.70088814, 0.58681778, 0.0015972 , 0.6507406 , 0.6233032 ],
       [0.47634113, 0.50662936, 0.8339262 , 0.51234959, 0.04639095,
        0.8233286 , 0.42185236, 0.61166504, 0.6179237 , 0.44626463,
        0.36447678, 0.75498533, 0.81830224, 0.48876109, 0.39650742],
       [0.5076626 , 0.64200911, 0.5802421 , 0.93803569, 0.48187185,
        0.58793073, 0.59722361, 0.6261693 , 0.69849153, 0.68329814,
        0.57729805, 0.62194533, 0.50980084, 0.56556641, 0.57134448],
       [0.31076988, 0.62400679, 0.02841354, 0.35671054, 0.84096401,
        0.09989468, 0.52103516, 0.61587701, 0.41520551, 0.12650878,
        0.56507945, 0.02494171, 0.12509331, 0.39183336, 0.63766914],
       [0.56156165, 0.5159201 , 0.81019501, 0.54132669, 0.36472593,
        0.90472599, 0.47315003, 0.67643455, 0.73740728, 0.52007988,
        0.53181093, 0.82012836, 0.82268963, 0.50119821, 0.38168096],
       [0.68624462, 0.74027369, 0.49949976, 0.6001214 , 0.45258446,
        0.51598864, 0.87395919, 0.47482849, 0.63644221, 0.66557676,
        0.61193638, 0.56341381, 0.43203208, 0.74282784, 0.53566718],
       [0.55932869, 0.53374801, 0.39228034, 0.6463473 , 0.57361152,
        0.70991433, 0.43547501, 0.88131756, 0.84963309, 0.60371597,
        0.5032156 , 0.75275029, 0.64061543, 0.3912192 , 0.57281542],
       [0.57350803, 0.70209068, 0.7144531 , 0.69840982, 0.4991398 ,
        0.74919687, 0.65075946, 0.83939709, 0.03380765, 0.72243901,
        0.61530971, 0.78181109, 0.64902394, 0.64372895, 0.52956189],
       [0.55013644, 0.79772972, 0.50931045, 0.66093966, 0.56713524,
        0.57216179, 0.73093624, 0.63758347, 0.70678551, 0.93221535,
        0.69547118, 0.60022392, 0.48488463, 0.65328879, 0.55175424],
       [0.65491442, 0.66018511, 0.21947355, 0.57569582, 0.45312975,
        0.14086494, 0.46834923, 0.55113944, 0.59535906, 0.        ,
        0.95316305, 0.51412833, 0.44010873, 0.29516497, 0.56267679],
       [0.50901171, 0.55827363, 0.74272007, 0.60584843, 0.28462772,
        0.78325596, 0.46824585, 0.6910716 , 0.79497708, 0.60688385,
        0.4654242 , 0.9596832 , 0.77097805, 0.48996993, 0.46307088],
       [0.46186727, 0.41011066, 0.82600213, 0.45491325, 0.394088  ,
        0.82277739, 0.35307411, 0.61020505, 0.66837975, 0.51363267,
        0.47795201, 0.79191034, 0.        , 0.46008696, 0.38403781],
       [0.79145235, 0.72896886, 0.50453379, 0.57759676, 0.33542522,
        0.51739161, 0.73333135, 0.43694754, 0.61386577, 0.67247005,
        0.67912894, 0.57157908, 0.4705751 , 0.85242421, 0.49415127],
       [0.46494336, 0.59152586, 0.39056982, 0.57153528, 0.59582581,
        0.36363951, 0.54223645, 0.5835749 , 0.55740906, 0.54239181,
        0.54327869, 0.44505376, 0.34604675, 0.4867001 , 0.        ]]
